"","dynamicColors","mergedColors"
"UTP15","blue","blue"
"UTP18","turquoise","turquoise"
"UTP20","turquoise","turquoise"
"UTP23","cyan","cyan"
"UTRN","turquoise","turquoise"
"UTS2","red","magenta"
"UTS2R","red","magenta"
"VAC14","blue","blue"
"VAMP1","red","magenta"
"VAMP2","green","green"
"VAMP4","blue","blue"
"VAMP5","magenta","magenta"
"VAMP8","turquoise","turquoise"
"VANGL1","turquoise","turquoise"
"VANGL2","pink","pink"
"VARS","blue","blue"
"VASH1","magenta","magenta"
"VASH2","green","green"
"VASN","blue","blue"
"VASP","turquoise","turquoise"
"VAT1","grey","grey"
"VAT1L","black","black"
"VAV1","magenta","magenta"
"VAV2","grey","grey"
"VAV3","brown","brown"
"VAX2","blue","blue"
"VCAM1","red","magenta"
"VCAN","black","black"
"VCL","black","black"
"VCPIP1","cyan","cyan"
"VCX3A","grey","grey"
"VDAC1","grey","grey"
"VDAC3","tan","tan"
"VDR","black","black"
"VEGFA","grey","grey"
"VEGFB","yellow","yellow"
"VEGFC","greenyellow","greenyellow"
"VENTX","magenta","magenta"
"VEPH1","pink","pink"
"VEZF1","turquoise","turquoise"
"VEZT","blue","blue"
"VGF","blue","blue"
"VGLL1","pink","pink"
"VGLL3","black","black"
"VHL","turquoise","turquoise"
"VIL1","grey","grey"
"VILL","green","green"
"VIM","black","black"
"VIP","greenyellow","greenyellow"
"VIPR1","green","green"
"VIPR2","green","green"
"VIT","greenyellow","greenyellow"
"VKORC1","turquoise","turquoise"
"VLDLR","pink","pink"
"VMAC","yellow","yellow"
"VMO1","yellow","yellow"
"VN1R1","grey","grey"
"VNN1","magenta","magenta"
"VNN2","red","magenta"
"VNN3","red","magenta"
"VOPP1","magenta","magenta"
"VPREB3","red","magenta"
"VPS13A","turquoise","turquoise"
"VPS13B","turquoise","turquoise"
"VPS13C","turquoise","turquoise"
"VPS13D","turquoise","turquoise"
"VPS25","purple","purple"
"VPS28","yellow","yellow"
"VPS35","yellow","yellow"
"VPS36","blue","blue"
"VPS37A","blue","blue"
"VPS37B","blue","blue"
"VPS37C","brown","brown"
"VPS37D","purple","purple"
"VPS45","grey","grey"
"VPS4A","blue","blue"
"VPS54","purple","purple"
"VPS72","blue","blue"
"VRK1","green","green"
"VRK2","yellow","yellow"
"VSIG10","grey","grey"
"VSIG10L","grey","grey"
"VSIG1","grey","grey"
"VSIG2","greenyellow","greenyellow"
"VSIG4","magenta","magenta"
"VSIG8","grey","grey"
"VSNL1","pink","pink"
"VSTM2A","brown","brown"
"VSTM2L","grey","grey"
"VSX1","grey","grey"
"VSX2","grey","grey"
"VTA1","yellow","yellow"
"VTCN1","pink","pink"
"VTN","grey","grey"
"VWA1","yellow","yellow"
"VWA2","green","green"
"VWA3A","brown","brown"
"VWA3B","grey","grey"
"VWA5A","green","green"
"VWA5B1","grey","grey"
"VWA5B2","grey","grey"
"VWCE","magenta","magenta"
"VWDE","pink","pink"
"VWF","greenyellow","greenyellow"
"WARS2","grey","grey"
"WARS","red","magenta"
"WAS","magenta","magenta"
"WASF1","grey","grey"
"WASF2","turquoise","turquoise"
"WASF3","pink","pink"
"WBP1","purple","purple"
"WBP2","yellow","yellow"
"WBP2NL","green","green"
"WDFY1","turquoise","turquoise"
"WDFY2","grey","grey"
"WDFY3","turquoise","turquoise"
"WDFY4","magenta","magenta"
"WDHD1","green","green"
"WDR12","green","green"
"WDR13","turquoise","turquoise"
"WDR17","blue","blue"
"WDR18","yellow","yellow"
"WDR19","brown","brown"
"WDR24","purple","purple"
"WDR25","purple","purple"
"WDR26","turquoise","turquoise"
"WDR27","purple","purple"
"WDR3","turquoise","turquoise"
"WDR31","turquoise","turquoise"
"WDR34","turquoise","turquoise"
"WDR35","turquoise","turquoise"
"WDR37","turquoise","turquoise"
"WDR38","brown","brown"
"WDR4","blue","blue"
"WDR44","turquoise","turquoise"
"WDR47","turquoise","turquoise"
"WDR49","brown","brown"
"WDR54","purple","purple"
"WDR5B","blue","blue"
"WDR60","blue","blue"
"WDR6","purple","purple"
"WDR62","green","green"
"WDR63","brown","brown"
"WDR64","red","magenta"
"WDR66","grey","grey"
"WDR72","grey","grey"
"WDR7","turquoise","turquoise"
"WDR74","blue","blue"
"WDR76","green","green"
"WDR78","brown","brown"
"WDR81","magenta","magenta"
"WDR83","yellow","yellow"
"WDR86","black","black"
"WDR87","grey","grey"
"WDR88","grey","grey"
"WDR90","purple","purple"
"WDR93","brown","brown"
"WDSUB1","grey","grey"
"WDTC1","green","green"
"WDYHV1","cyan","cyan"
"WEE1","turquoise","turquoise"
"WEE2","grey","grey"
"WFDC10B","grey","grey"
"WFDC1","black","black"
"WFDC2","grey","grey"
"WFDC3","turquoise","turquoise"
"WFDC6","grey","grey"
"WFIKKN1","purple","purple"
"WFIKKN2","grey","grey"
"WFS1","brown","brown"
"WIF1","pink","pink"
"WIPF1","magenta","magenta"
"WIPF2","turquoise","turquoise"
"WIPF3","pink","pink"
"WIPI1","grey","grey"
"WIZ","yellow","yellow"
"WLS","black","black"
"WNK1","turquoise","turquoise"
"WNK2","grey","grey"
"WNK3","turquoise","turquoise"
"WNK4","brown","brown"
"WNT10A","red","magenta"
"WNT10B","red","magenta"
"WNT11","grey","grey"
"WNT16","red","magenta"
"WNT1","red","magenta"
"WNT2","black","black"
"WNT2B","black","black"
"WNT3","red","magenta"
"WNT3A","grey","grey"
"WNT4","grey","grey"
"WNT5A","black","black"
"WNT5B","black","black"
"WNT6","pink","pink"
"WNT7A","red","magenta"
"WNT7B","black","black"
"WNT8B","grey","grey"
"WNT9A","grey","grey"
"WNT9B","greenyellow","greenyellow"
"WRAP53","turquoise","turquoise"
"WRN","turquoise","turquoise"
"WSB1","grey","grey"
"WSCD1","greenyellow","greenyellow"
"WSCD2","tan","tan"
"WT1","grey","grey"
"WTIP","black","black"
"WWC1","grey","grey"
"WWC2","turquoise","turquoise"
"WWC3","black","black"
"WWOX","grey","grey"
"WWP1","brown","brown"
"WWTR1","pink","pink"
"XAB2","yellow","yellow"
"XAF1","lightcyan","lightcyan"
"XBP1","brown","brown"
"XCL1","red","magenta"
"XCL2","red","magenta"
"XCR1","red","magenta"
"XDH","pink","pink"
"XG","black","black"
"XIRP1","red","magenta"
"XK","green","green"
"XKR5","black","black"
"XKR6","grey","grey"
"XKR9","grey","grey"
"XKRX","grey","grey"
"XPNPEP2","greenyellow","greenyellow"
"XPNPEP3","yellow","yellow"
"XPO4","turquoise","turquoise"
"XPO5","green","green"
"XPO7","turquoise","turquoise"
"XPOT","green","green"
"XPR1","turquoise","turquoise"
"XRCC2","green","green"
"XRCC3","yellow","yellow"
"XRN1","turquoise","turquoise"
"XRRA1","grey","grey"
"XYLB","turquoise","turquoise"
"XYLT1","black","black"
"XYLT2","purple","purple"
"YAP1","pink","pink"
"YARS","green","green"
"YBX1","brown","brown"
"YBX2","green","green"
"YDJC","turquoise","turquoise"
"YEATS2","brown","brown"
"YEATS4","green","green"
"YES1","purple","purple"
"YIF1A","turquoise","turquoise"
"YIF1B","blue","blue"
"YIPF1","brown","brown"
"YIPF2","yellow","yellow"
"YIPF6","turquoise","turquoise"
"YJEFN3","yellow","yellow"
"YOD1","purple","purple"
"YPEL1","grey","grey"
"YPEL2","blue","blue"
"YPEL3","purple","purple"
"YPEL4","black","black"
"YRDC","green","green"
"YTHDC2","blue","blue"
"YTHDF3","cyan","cyan"
"YWHAQ","green","green"
"YWHAZ","cyan","cyan"
"YY2","turquoise","turquoise"
"ZACN","grey","grey"
"ZADH2","blue","blue"
"ZAN","brown","brown"
"ZAP70","red","magenta"
"ZBBX","brown","brown"
"ZBED2","red","magenta"
"ZBED3","turquoise","turquoise"
"ZBED4","purple","purple"
"ZBP1","red","magenta"
"ZBTB10","cyan","cyan"
"ZBTB11","turquoise","turquoise"
"ZBTB12","yellow","yellow"
"ZBTB16","green","green"
"ZBTB17","yellow","yellow"
"ZBTB20","turquoise","turquoise"
"ZBTB22","yellow","yellow"
"ZBTB24","turquoise","turquoise"
"ZBTB25","blue","blue"
"ZBTB2","yellow","yellow"
"ZBTB26","turquoise","turquoise"
"ZBTB32","red","magenta"
"ZBTB33","turquoise","turquoise"
"ZBTB34","turquoise","turquoise"
"ZBTB37","turquoise","turquoise"
"ZBTB3","grey","grey"
"ZBTB38","turquoise","turquoise"
"ZBTB39","turquoise","turquoise"
"ZBTB40","turquoise","turquoise"
"ZBTB41","blue","blue"
"ZBTB42","brown","brown"
"ZBTB44","turquoise","turquoise"
"ZBTB4","green","green"
"ZBTB45","yellow","yellow"
"ZBTB46","greenyellow","greenyellow"
"ZBTB47","green","green"
"ZBTB48","yellow","yellow"
"ZBTB49","grey","grey"
"ZBTB6","turquoise","turquoise"
"ZBTB7B","purple","purple"
"ZBTB7C","grey","grey"
"ZBTB8A","turquoise","turquoise"
"ZBTB8B","green","green"
"ZBTB8OS","turquoise","turquoise"
"ZC3H12A","red","magenta"
"ZC3H12B","tan","tan"
"ZC3H12C","pink","pink"
"ZC3H12D","red","magenta"
"ZC3H13","turquoise","turquoise"
"ZC3H18","blue","blue"
"ZC3H3","yellow","yellow"
"ZC3H6","blue","blue"
"ZC3H7B","turquoise","turquoise"
"ZC3HAV1L","turquoise","turquoise"
"ZC4H2","pink","pink"
"ZCCHC10","brown","brown"
"ZCCHC12","grey","grey"
"ZCCHC14","turquoise","turquoise"
"ZCCHC18","red","magenta"
"ZCCHC24","tan","tan"
"ZCCHC2","turquoise","turquoise"
"ZCCHC4","brown","brown"
"ZCWPW1","grey","grey"
"ZCWPW2","green","green"
"ZDBF2","turquoise","turquoise"
"ZDHHC11","brown","brown"
"ZDHHC12","turquoise","turquoise"
"ZDHHC1","green","green"
"ZDHHC13","green","green"
"ZDHHC14","red","magenta"
"ZDHHC15","grey","grey"
"ZDHHC16","turquoise","turquoise"
"ZDHHC17","blue","blue"
"ZDHHC19","red","magenta"
"ZDHHC20","turquoise","turquoise"
"ZDHHC21","turquoise","turquoise"
"ZDHHC22","grey","grey"
"ZDHHC23","turquoise","turquoise"
"ZDHHC24","yellow","yellow"
"ZDHHC2","turquoise","turquoise"
"ZDHHC8","yellow","yellow"
"ZDHHC9","purple","purple"
"ZEB1","black","black"
"ZEB2","tan","tan"
"ZFAND1","cyan","cyan"
"ZFAND2A","turquoise","turquoise"
"ZFAND2B","turquoise","turquoise"
"ZFC3H1","turquoise","turquoise"
"ZFHX3","turquoise","turquoise"
"ZFHX4","black","black"
"ZFP1","yellow","yellow"
"ZFP14","blue","blue"
"ZFP2","green","green"
"ZFP28","grey","grey"
"ZFP30","turquoise","turquoise"
"ZFP3","turquoise","turquoise"
"ZFP36","greenyellow","greenyellow"
"ZFP36L1","black","black"
"ZFP36L2","red","magenta"
"ZFP37","tan","tan"
"ZFP41","yellow","yellow"
"ZFP57","pink","pink"
"ZFP62","blue","blue"
"ZFP82","purple","purple"
"ZFP91","turquoise","turquoise"
"ZFP92","turquoise","turquoise"
"ZFPL1","turquoise","turquoise"
"ZFPM1","purple","purple"
"ZFPM2","black","black"
"ZFR2","grey","grey"
"ZFX","turquoise","turquoise"
"ZFYVE16","blue","blue"
"ZFYVE19","purple","purple"
"ZFYVE21","purple","purple"
"ZFYVE26","turquoise","turquoise"
"ZFYVE27","yellow","yellow"
"ZFYVE28","green","green"
"ZFYVE9","turquoise","turquoise"
"ZG16B","brown","brown"
"ZGLP1","yellow","yellow"
"ZGPAT","yellow","yellow"
"ZHX1","turquoise","turquoise"
"ZHX2","turquoise","turquoise"
"ZHX3","blue","blue"
"ZIC1","brown","brown"
"ZIC2","grey","grey"
"ZIC4","brown","brown"
"ZIK1","tan","tan"
"ZIM2","grey","grey"
"ZKSCAN1","turquoise","turquoise"
"ZKSCAN2","blue","blue"
"ZKSCAN3","turquoise","turquoise"
"ZMAT1","blue","blue"
"ZMAT3","turquoise","turquoise"
"ZMAT4","brown","brown"
"ZMAT5","turquoise","turquoise"
"ZMIZ1","turquoise","turquoise"
"ZMIZ2","blue","blue"
"ZMYM1","turquoise","turquoise"
"ZMYM2","turquoise","turquoise"
"ZMYM5","turquoise","turquoise"
"ZMYND10","brown","brown"
"ZMYND11","turquoise","turquoise"
"ZMYND12","brown","brown"
"ZMYND15","magenta","magenta"
"ZMYND19","yellow","yellow"
"ZMYND8","blue","blue"
"ZNF100","blue","blue"
"ZNF101","red","magenta"
"ZNF107","turquoise","turquoise"
"ZNF10","grey","grey"
"ZNF114","grey","grey"
"ZNF117","blue","blue"
"ZNF121","turquoise","turquoise"
"ZNF124","purple","purple"
"ZNF132","blue","blue"
"ZNF133","yellow","yellow"
"ZNF134","turquoise","turquoise"
"ZNF135","purple","purple"
"ZNF136","blue","blue"
"ZNF138","blue","blue"
"ZNF140","grey","grey"
"ZNF141","blue","blue"
"ZNF14","blue","blue"
"ZNF148","turquoise","turquoise"
"ZNF154","tan","tan"
"ZNF155","turquoise","turquoise"
"ZNF157","grey","grey"
"ZNF165","tan","tan"
"ZNF16","yellow","yellow"
"ZNF169","turquoise","turquoise"
"ZNF175","blue","blue"
"ZNF177","green","green"
"ZNF180","turquoise","turquoise"
"ZNF181","blue","blue"
"ZNF182","blue","blue"
"ZNF185","grey","grey"
"ZNF18","blue","blue"
"ZNF197","blue","blue"
"ZNF19","brown","brown"
"ZNF202","grey","grey"
"ZNF205","purple","purple"
"ZNF20","blue","blue"
"ZNF208","tan","tan"
"ZNF211","blue","blue"
"ZNF213","purple","purple"
"ZNF214","blue","blue"
"ZNF215","red","magenta"
"ZNF217","turquoise","turquoise"
"ZNF219","purple","purple"
"ZNF221","turquoise","turquoise"
"ZNF222","turquoise","turquoise"
"ZNF223","turquoise","turquoise"
"ZNF224","turquoise","turquoise"
"ZNF225","turquoise","turquoise"
"ZNF226","turquoise","turquoise"
"ZNF22","pink","pink"
"ZNF229","grey","grey"
"ZNF230","turquoise","turquoise"
"ZNF232","blue","blue"
"ZNF233","grey","grey"
"ZNF234","turquoise","turquoise"
"ZNF236","blue","blue"
"ZNF23","grey","grey"
"ZNF239","grey","grey"
"ZNF24","blue","blue"
"ZNF250","yellow","yellow"
"ZNF251","yellow","yellow"
"ZNF25","blue","blue"
"ZNF253","turquoise","turquoise"
"ZNF254","turquoise","turquoise"
"ZNF256","grey","grey"
"ZNF257","grey","grey"
"ZNF260","turquoise","turquoise"
"ZNF266","grey","grey"
"ZNF267","yellow","yellow"
"ZNF268","turquoise","turquoise"
"ZNF273","grey","grey"
"ZNF274","grey","grey"
"ZNF275","turquoise","turquoise"
"ZNF276","yellow","yellow"
"ZNF280B","red","magenta"
"ZNF280C","purple","purple"
"ZNF280D","blue","blue"
"ZNF281","turquoise","turquoise"
"ZNF282","yellow","yellow"
"ZNF283","turquoise","turquoise"
"ZNF284","turquoise","turquoise"
"ZNF285","grey","grey"
"ZNF286A","purple","purple"
"ZNF287","blue","blue"
"ZNF28","turquoise","turquoise"
"ZNF292","turquoise","turquoise"
"ZNF296","yellow","yellow"
"ZNF300","pink","pink"
"ZNF302","blue","blue"
"ZNF304","turquoise","turquoise"
"ZNF30","blue","blue"
"ZNF311","brown","brown"
"ZNF318","turquoise","turquoise"
"ZNF319","red","magenta"
"ZNF324B","yellow","yellow"
"ZNF329","purple","purple"
"ZNF331","blue","blue"
"ZNF333","turquoise","turquoise"
"ZNF334","grey","grey"
"ZNF337","grey","grey"
"ZNF33A","turquoise","turquoise"
"ZNF33B","turquoise","turquoise"
"ZNF345","blue","blue"
"ZNF347","turquoise","turquoise"
"ZNF34","yellow","yellow"
"ZNF350","blue","blue"
"ZNF354B","turquoise","turquoise"
"ZNF354C","turquoise","turquoise"
"ZNF358","turquoise","turquoise"
"ZNF362","yellow","yellow"
"ZNF365","black","black"
"ZNF366","tan","tan"
"ZNF367","green","green"
"ZNF37A","turquoise","turquoise"
"ZNF382","turquoise","turquoise"
"ZNF385A","purple","purple"
"ZNF385B","green","green"
"ZNF385D","green","green"
"ZNF391","pink","pink"
"ZNF395","green","green"
"ZNF396","blue","blue"
"ZNF397","turquoise","turquoise"
"ZNF404","grey","grey"
"ZNF407","turquoise","turquoise"
"ZNF408","yellow","yellow"
"ZNF414","yellow","yellow"
"ZNF415","turquoise","turquoise"
"ZNF417","turquoise","turquoise"
"ZNF41","turquoise","turquoise"
"ZNF418","grey","grey"
"ZNF419","grey","grey"
"ZNF420","turquoise","turquoise"
"ZNF423","tan","tan"
"ZNF425","green","green"
"ZNF426","turquoise","turquoise"
"ZNF428","yellow","yellow"
"ZNF429","blue","blue"
"ZNF430","turquoise","turquoise"
"ZNF431","turquoise","turquoise"
"ZNF432","turquoise","turquoise"
"ZNF433","blue","blue"
"ZNF436","turquoise","turquoise"
"ZNF43","blue","blue"
"ZNF439","grey","grey"
"ZNF440","turquoise","turquoise"
"ZNF441","blue","blue"
"ZNF442","blue","blue"
"ZNF443","blue","blue"
"ZNF444","yellow","yellow"
"ZNF44","blue","blue"
"ZNF445","turquoise","turquoise"
"ZNF446","purple","purple"
"ZNF449","turquoise","turquoise"
"ZNF454","pink","pink"
"ZNF45","turquoise","turquoise"
"ZNF460","turquoise","turquoise"
"ZNF462","pink","pink"
"ZNF467","purple","purple"
"ZNF468","turquoise","turquoise"
"ZNF469","black","black"
"ZNF470","grey","grey"
"ZNF471","grey","grey"
"ZNF473","green","green"
"ZNF474","black","black"
"ZNF480","turquoise","turquoise"
"ZNF48","purple","purple"
"ZNF483","blue","blue"
"ZNF484","blue","blue"
"ZNF485","grey","grey"
"ZNF486","turquoise","turquoise"
"ZNF487","blue","blue"
"ZNF488","pink","pink"
"ZNF491","blue","blue"
"ZNF492","green","green"
"ZNF493","blue","blue"
"ZNF496","turquoise","turquoise"
"ZNF497","purple","purple"
"ZNF500","purple","purple"
"ZNF501","turquoise","turquoise"
"ZNF502","grey","grey"
"ZNF503","magenta","magenta"
"ZNF506","grey","grey"
"ZNF507","turquoise","turquoise"
"ZNF510","turquoise","turquoise"
"ZNF511","turquoise","turquoise"
"ZNF512","grey","grey"
"ZNF512B","yellow","yellow"
"ZNF513","yellow","yellow"
"ZNF514","turquoise","turquoise"
"ZNF516","blue","blue"
"ZNF517","yellow","yellow"
"ZNF518A","turquoise","turquoise"
"ZNF518B","purple","purple"
"ZNF519","turquoise","turquoise"
"ZNF521","pink","pink"
"ZNF524","yellow","yellow"
"ZNF525","turquoise","turquoise"
"ZNF528","blue","blue"
"ZNF529","turquoise","turquoise"
"ZNF530","grey","grey"
"ZNF532","pink","pink"
"ZNF534","grey","grey"
"ZNF536","grey","grey"
"ZNF540","green","green"
"ZNF541","grey","grey"
"ZNF543","turquoise","turquoise"
"ZNF546","blue","blue"
"ZNF547","grey","grey"
"ZNF549","turquoise","turquoise"
"ZNF550","turquoise","turquoise"
"ZNF551","turquoise","turquoise"
"ZNF552","brown","brown"
"ZNF555","turquoise","turquoise"
"ZNF556","grey","grey"
"ZNF557","turquoise","turquoise"
"ZNF558","turquoise","turquoise"
"ZNF559","grey","grey"
"ZNF562","turquoise","turquoise"
"ZNF563","blue","blue"
"ZNF568","turquoise","turquoise"
"ZNF569","turquoise","turquoise"
"ZNF570","turquoise","turquoise"
"ZNF572","grey","grey"
"ZNF573","turquoise","turquoise"
"ZNF575","yellow","yellow"
"ZNF577","turquoise","turquoise"
"ZNF578","tan","tan"
"ZNF579","yellow","yellow"
"ZNF580","yellow","yellow"
"ZNF581","yellow","yellow"
"ZNF582","blue","blue"
"ZNF583","blue","blue"
"ZNF585A","turquoise","turquoise"
"ZNF585B","turquoise","turquoise"
"ZNF586","blue","blue"
"ZNF587","blue","blue"
"ZNF589","brown","brown"
"ZNF593","turquoise","turquoise"
"ZNF594","turquoise","turquoise"
"ZNF595","blue","blue"
"ZNF596","green","green"
"ZNF597","blue","blue"
"ZNF598","purple","purple"
"ZNF599","grey","grey"
"ZNF600","grey","grey"
"ZNF605","turquoise","turquoise"
"ZNF606","purple","purple"
"ZNF607","turquoise","turquoise"
"ZNF608","tan","tan"
"ZNF609","blue","blue"
"ZNF610","grey","grey"
"ZNF611","turquoise","turquoise"
"ZNF613","blue","blue"
"ZNF614","turquoise","turquoise"
"ZNF615","blue","blue"
"ZNF616","turquoise","turquoise"
"ZNF618","turquoise","turquoise"
"ZNF619","turquoise","turquoise"
"ZNF620","brown","brown"
"ZNF621","turquoise","turquoise"
"ZNF623","cyan","cyan"
"ZNF624","blue","blue"
"ZNF625","turquoise","turquoise"
"ZNF626","blue","blue"
"ZNF627","turquoise","turquoise"
"ZNF628","yellow","yellow"
"ZNF629","purple","purple"
"ZNF630","grey","grey"
"ZNF639","purple","purple"
"ZNF641","turquoise","turquoise"
"ZNF644","turquoise","turquoise"
"ZNF648","grey","grey"
"ZNF649","turquoise","turquoise"
"ZNF652","blue","blue"
"ZNF653","yellow","yellow"
"ZNF654","turquoise","turquoise"
"ZNF655","blue","blue"
"ZNF658","turquoise","turquoise"
"ZNF660","turquoise","turquoise"
"ZNF662","grey","grey"
"ZNF664","turquoise","turquoise"
"ZNF665","turquoise","turquoise"
"ZNF667","pink","pink"
"ZNF668","purple","purple"
"ZNF669","turquoise","turquoise"
"ZNF670","purple","purple"
"ZNF671","green","green"
"ZNF672","turquoise","turquoise"
"ZNF675","turquoise","turquoise"
"ZNF676","tan","tan"
"ZNF677","tan","tan"
"ZNF678","turquoise","turquoise"
"ZNF680","blue","blue"
"ZNF681","turquoise","turquoise"
"ZNF682","grey","grey"
"ZNF683","red","magenta"
"ZNF684","grey","grey"
"ZNF687","grey","grey"
"ZNF688","purple","purple"
"ZNF689","turquoise","turquoise"
"ZNF692","turquoise","turquoise"
"ZNF695","green","green"
"ZNF696","yellow","yellow"
"ZNF69","grey","grey"
"ZNF697","black","black"
"ZNF699","turquoise","turquoise"
"ZNF700","blue","blue"
"ZNF701","turquoise","turquoise"
"ZNF703","brown","brown"
"ZNF704","turquoise","turquoise"
"ZNF705A","grey","grey"
"ZNF706","cyan","cyan"
"ZNF707","yellow","yellow"
"ZNF70","turquoise","turquoise"
"ZNF708","turquoise","turquoise"
"ZNF709","blue","blue"
"ZNF710","turquoise","turquoise"
"ZNF711","pink","pink"
"ZNF713","turquoise","turquoise"
"ZNF714","turquoise","turquoise"
"ZNF71","yellow","yellow"
"ZNF717","turquoise","turquoise"
"ZNF718","turquoise","turquoise"
"ZNF720","blue","blue"
"ZNF721","blue","blue"
"ZNF727","turquoise","turquoise"
"ZNF732","grey","grey"
"ZNF737","blue","blue"
"ZNF738","grey","grey"
"ZNF740","blue","blue"
"ZNF74","green","green"
"ZNF747","purple","purple"
"ZNF749","turquoise","turquoise"
"ZNF750","pink","pink"
"ZNF75A","grey","grey"
"ZNF75D","blue","blue"
"ZNF761","turquoise","turquoise"
"ZNF763","green","green"
"ZNF764","purple","purple"
"ZNF765","turquoise","turquoise"
"ZNF76","yellow","yellow"
"ZNF768","purple","purple"
"ZNF770","turquoise","turquoise"
"ZNF771","purple","purple"
"ZNF772","turquoise","turquoise"
"ZNF773","grey","grey"
"ZNF774","turquoise","turquoise"
"ZNF775","yellow","yellow"
"ZNF7","yellow","yellow"
"ZNF776","turquoise","turquoise"
"ZNF778","turquoise","turquoise"
"ZNF780A","turquoise","turquoise"
"ZNF780B","turquoise","turquoise"
"ZNF781","greenyellow","greenyellow"
"ZNF782","turquoise","turquoise"
"ZNF784","yellow","yellow"
"ZNF785","purple","purple"
"ZNF787","yellow","yellow"
"ZNF789","turquoise","turquoise"
"ZNF791","turquoise","turquoise"
"ZNF792","turquoise","turquoise"
